COUNTY,TODAYS_DATE,HOSPITALIZED_COVID_CONFIRMED_PATIENTS,HOSPITALIZED_SUSPECTED_COVID_PATIENTS,HOSPITALIZED_COVID_PATIENTS,ALL_HOSPITAL_BEDS,ICU_COVID_CONFIRMED_PATIENTS,ICU_SUSPECTED_COVID_PATIENTS,ICU_AVAILABLE_BEDS
Kern,2020-10-01,58,4,62,1343,15,0,73
El Dorado,2020-10-01,1,1,2,189,0,0,10
Monterey,2020-10-01,29,0,29,702,7,0,27
Mono,2020-10-01,1,0,1,17,0,0,2
San Francisco,2020-10-01,59,9,68,1864,14,2,76
Ventura,2020-10-01,43,9,52,1271,14,2,49
Santa Barbara,2020-10-01,20,1,21,666,6,1,46
Plumas,2020-10-01,0,0,0,35,0,0,0
Placer,2020-10-01,19,20,39,743,6,1,33
Inyo,2020-10-01,0,1,1,29,0,0,4
Tehama,2020-10-01,7,0,7,59,1,0,2
Colusa,2020-10-01,0,0,0,48,0,0,0
Lassen,2020-10-01,0,0,0,25,0,0,0
Madera,2020-10-01,9,14,23,263,2,0,19
Solano,2020-10-01,18,13,31,572,3,2,7
Stanislaus,2020-10-01,55,24,79,1309,19,3,21
Alameda,2020-10-01,94,36,130,2433,28,5,101
Yolo,2020-10-01,4,0,4,96,2,0,7
Del Norte,2020-10-01,0,1,1,51,0,0,1
San Benito,2020-10-01,1,0,1,25,1,0,2
San Luis Obispo,2020-10-01,2,1,3,451,0,0,23
Orange,2020-10-01,175,34,209,5721,48,1,237
Riverside,2020-10-01,130,59,189,3381,39,11,131
Amador,2020-10-01,1,0,1,51,0,0,2
Contra Costa,2020-10-01,31,17,48,1505,10,2,44
Tulare,2020-10-01,39,7,46,677,8,1,21
San Mateo,2020-10-01,29,13,42,711,10,1,26
Siskiyou,2020-10-01,0,0,0,56,0,0,10
Sonoma,2020-10-01,17,1,18,530,5,0,5
Mendocino,2020-10-01,8,1,9,150,3,0,4
Napa,2020-10-01,8,1,9,200,5,0,14
Kings,2020-10-01,16,0,16,193,2,0,15
Calaveras,2020-10-01,0,0,0,33,0,0,7
San Bernardino,2020-10-01,173,47,220,3861,43,6,163
Los Angeles,2020-10-01,698,371,1069,20041,202,53,989
Butte,2020-10-01,6,0,6,451,2,0,7
Tuolumne,2020-10-01,0,0,0,84,0,0,2
Sacramento,2020-10-01,108,26,134,2491,29,7,86
Yuba,2020-10-01,10,1,11,265,1,0,9
Marin,2020-10-01,6,5,11,340,3,1,10
Nevada,2020-10-01,3,1,4,124,1,0,2
Sutter,2020-10-01,0,0,0,0,0,0,0
Glenn,2020-10-01,0,0,0,47,0,0,0
Santa Cruz,2020-10-01,20,0,20,376,6,0,14
Santa Clara,2020-10-01,84,17,101,3013,28,1,88
Fresno,2020-10-01,94,19,113,1517,19,2,18
Mariposa,2020-10-01,0,0,0,19,0,0,0
Humboldt,2020-10-01,2,0,2,270,1,0,2
San Diego,2020-10-01,186,54,240,6775,73,12,302
Los Angeles,2020-10-02,673,324,997,20018,188,48,1001
Shasta,2020-10-02,7,1,8,561,0,0,5
San Francisco,2020-10-02,55,10,65,1846,16,5,71
Amador,2020-10-02,1,0,1,51,0,0,3
Calaveras,2020-10-02,0,0,0,33,0,0,5
Lake,2020-10-02,1,0,1,65,0,0,6
Merced,2020-10-02,9,1,10,271,3,0,10
Trinity,2020-10-02,0,0,0,25,0,0,0
Santa Barbara,2020-10-02,19,1,20,666,5,1,40
Alameda,2020-10-02,76,34,110,2380,27,4,103
Santa Cruz,2020-10-02,22,0,22,376,6,0,14
Kern,2020-10-02,63,3,66,1338,16,0,69
San Benito,2020-10-02,1,0,1,25,1,0,2
Plumas,2020-10-02,0,0,0,35,0,0,0
Napa,2020-10-02,8,1,9,200,3,0,15
San Bernardino,2020-10-02,164,48,212,3839,41,5,165
San Luis Obispo,2020-10-02,2,0,2,451,0,0,26
Stanislaus,2020-10-02,55,19,74,1310,19,0,17
Contra Costa,2020-10-02,31,7,38,1479,10,1,46
Yolo,2020-10-02,4,0,4,96,1,0,6
Siskiyou,2020-10-02,0,0,0,56,0,0,6
Lassen,2020-10-02,0,0,0,25,0,0,0
San Joaquin,2020-10-02,39,19,58,1004,13,2,35
Modoc,2020-10-02,0,0,0,41,0,0,0
Sutter,2020-10-02,0,0,0,0,0,0,0
Madera,2020-10-02,7,6,13,263,1,0,25
Butte,2020-10-02,7,0,7,451,3,0,9
Kings,2020-10-02,13,0,13,193,1,0,13
Mono,2020-10-02,0,0,0,17,0,0,2
Tehama,2020-10-02,5,0,5,59,1,0,1
San Mateo,2020-10-02,29,13,42,708,10,1,31
Humboldt,2020-10-02,2,0,2,270,1,0,3
Del Norte,2020-10-02,0,0,0,51,0,0,0
Mariposa,2020-10-02,0,0,0,19,0,0,0
Sacramento,2020-10-02,96,23,119,2496,32,3,97
Marin,2020-10-02,7,5,12,336,2,1,12
Ventura,2020-10-02,39,13,52,1260,15,3,50
Placer,2020-10-02,18,24,42,746,5,1,33
Yuba,2020-10-02,7,0,7,265,2,0,11
Solano,2020-10-02,22,13,35,568,3,1,7
Orange,2020-10-02,160,53,213,5771,47,9,229
Nevada,2020-10-02,3,0,3,137,1,0,4
Fresno,2020-10-02,97,18,115,1527,22,3,22
Colusa,2020-10-02,4,1,5,48,0,0,0
San Diego,2020-10-02,203,56,259,6784,77,10,278
Inyo,2020-10-02,0,1,1,29,0,0,3
Monterey,2020-10-02,30,0,30,702,7,0,24
Mendocino,2020-10-02,8,0,8,150,3,0,4
Glenn,2020-10-02,0,0,0,47,0,0,0
Tuolumne,2020-10-02,0,0,0,84,0,0,2
Santa Clara,2020-10-02,82,19,101,3022,34,1,88
Tulare,2020-10-02,35,7,42,677,6,1,29
El Dorado,2020-10-02,1,0,1,189,0,0,13
Riverside,2020-10-02,135,66,201,3361,39,13,122
Sonoma,2020-10-02,21,6,27,530,5,1,6
Imperial,2020-10-02,26,0,26,259,7,0,9
Plumas,2020-10-03,0,0,0,35,0,0,0
Siskiyou,2020-10-03,0,0,0,56,0,0,8
Sutter,2020-10-03,0,0,0,0,0,0,0
Solano,2020-10-03,21,13,34,568,2,1,6
Amador,2020-10-03,0,0,0,51,0,0,6
Merced,2020-10-03,6,0,6,271,3,0,12
Yolo,2020-10-03,2,0,2,96,1,0,6
Fresno,2020-10-03,102,16,118,1523,24,0,18
San Benito,2020-10-03,1,0,1,25,1,0,0
Alameda,2020-10-03,78,41,119,2396,27,6,101
Lassen,2020-10-03,0,0,0,25,0,0,0
Kings,2020-10-03,15,0,15,193,1,0,14
Tulare,2020-10-03,36,9,45,664,9,2,30
Glenn,2020-10-03,0,0,0,47,0,0,0
Contra Costa,2020-10-03,31,10,41,1478,9,1,45
Los Angeles,2020-10-03,674,353,1027,19912,188,51,988
Riverside,2020-10-03,135,67,202,3320,43,13,112
Marin,2020-10-03,8,6,14,336,3,1,14
Humboldt,2020-10-03,2,0,2,250,1,0,7
Mendocino,2020-10-03,6,0,6,150,2,0,5
Madera,2020-10-03,7,6,13,263,1,0,23
Colusa,2020-10-03,2,4,6,48,0,0,0
Orange,2020-10-03,155,52,207,5860,47,9,241
Stanislaus,2020-10-03,55,17,72,1315,18,0,32
Butte,2020-10-03,12,0,12,451,4,0,12
Mono,2020-10-03,0,0,0,17,0,0,2
Kern,2020-10-03,63,4,67,1316,17,1,69
San Bernardino,2020-10-03,170,54,224,3808,43,7,164
Inyo,2020-10-03,0,0,0,29,0,0,4
Tehama,2020-10-03,4,0,4,59,0,0,1
Ventura,2020-10-03,38,11,49,1253,15,3,51
Calaveras,2020-10-03,0,0,0,33,0,0,4
San Diego,2020-10-03,207,60,267,6770,68,13,296
Shasta,2020-10-03,6,1,7,561,1,0,3
Santa Barbara,2020-10-03,23,1,24,666,5,0,44
Tuolumne,2020-10-03,0,0,0,84,0,0,0
Lake,2020-10-03,0,3,3,65,0,1,6
Santa Clara,2020-10-03,82,23,105,2921,30,2,109
San Luis Obispo,2020-10-03,2,0,2,451,0,0,30
El Dorado,2020-10-03,1,0,1,189,0,0,10
Trinity,2020-10-03,0,0,0,25,0,0,0
Mariposa,2020-10-03,0,0,0,19,0,0,0
Monterey,2020-10-03,29,0,29,702,5,0,24
Del Norte,2020-10-03,0,0,0,51,0,0,1
Santa Cruz,2020-10-03,21,0,21,376,6,0,15
San Mateo,2020-10-03,29,11,40,705,10,2,34
San Joaquin,2020-10-03,38,16,54,1004,12,3,41
Nevada,2020-10-03,3,0,3,120,1,0,4
Sacramento,2020-10-03,87,29,116,2494,28,4,91
Napa,2020-10-03,6,0,6,200,2,0,13
Modoc,2020-10-03,0,0,0,41,0,0,0
Placer,2020-10-03,18,24,42,746,4,0,33
Yuba,2020-10-03,6,0,6,265,2,0,9
Imperial,2020-10-03,26,1,27,259,7,1,6
Sonoma,2020-10-03,26,7,33,518,7,1,6
San Francisco,2020-10-03,50,7,57,1840,17,1,88
Yuba,2020-10-04,4,0,4,265,2,0,10
Sutter,2020-10-04,0,0,0,0,0,0,0
Plumas,2020-10-04,0,0,0,35,0,0,0
Marin,2020-10-04,4,10,14,333,1,0,13
Tulare,2020-10-04,35,9,44,664,7,1,31
Calaveras,2020-10-04,0,0,0,33,0,0,5
Inyo,2020-10-04,0,0,0,29,0,0,4
Tehama,2020-10-04,4,0,4,59,1,0,3
Trinity,2020-10-04,0,0,0,25,0,0,0
Mono,2020-10-04,0,0,0,17,0,0,2
San Diego,2020-10-04,203,53,256,6805,70,12,307
San Joaquin,2020-10-04,35,11,46,1001,12,3,46
Los Angeles,2020-10-04,685,373,1058,19854,201,51,1072
Santa Barbara,2020-10-04,22,0,22,666,6,0,56
Yolo,2020-10-04,1,0,1,96,0,0,6
Lake,2020-10-04,0,0,0,65,0,0,4
Ventura,2020-10-04,31,11,42,1247,14,3,53
Imperial,2020-10-04,24,0,24,259,10,0,6
El Dorado,2020-10-04,2,0,2,189,0,0,12
Nevada,2020-10-04,4,0,4,121,2,0,4
Shasta,2020-10-04,4,1,5,561,0,0,8
Mendocino,2020-10-04,7,1,8,150,1,1,6
Lassen,2020-10-04,0,0,0,25,0,0,0
Colusa,2020-10-04,2,4,6,48,0,0,0
Merced,2020-10-04,7,0,7,271,3,0,10
Placer,2020-10-04,22,34,56,747,4,2,29
San Bernardino,2020-10-04,175,59,234,3825,49,8,180
Mariposa,2020-10-04,0,0,0,19,0,0,0
Riverside,2020-10-04,133,68,201,3361,40,13,112
Stanislaus,2020-10-04,54,11,65,1316,20,1,39
Sacramento,2020-10-04,93,29,122,2474,27,3,104
Amador,2020-10-04,0,0,0,51,0,0,3
Kern,2020-10-04,61,1,62,1317,19,0,70
San Francisco,2020-10-04,52,9,61,1787,16,1,92
Santa Cruz,2020-10-04,16,0,16,376,5,0,13
Modoc,2020-10-04,0,0,0,41,0,0,0
San Luis Obispo,2020-10-04,4,0,4,451,0,0,30
San Mateo,2020-10-04,28,12,40,676,9,1,32
Kings,2020-10-04,14,0,14,193,1,0,16
Sonoma,2020-10-04,28,7,35,505,7,0,6
Contra Costa,2020-10-04,34,19,53,1490,7,2,51
Del Norte,2020-10-04,0,0,0,51,0,0,1
Santa Clara,2020-10-04,87,20,107,2919,30,4,103
Tuolumne,2020-10-04,1,1,2,84,1,0,0
Siskiyou,2020-10-04,0,0,0,56,0,0,7
Glenn,2020-10-04,0,0,0,47,0,0,0
Fresno,2020-10-04,103,13,116,1515,23,2,17
Humboldt,2020-10-04,2,1,3,264,1,0,11
Orange,2020-10-04,168,42,210,5897,53,7,234
Madera,2020-10-04,8,7,15,263,1,0,22
Butte,2020-10-04,8,0,8,451,4,0,18
Alameda,2020-10-04,71,29,100,2379,23,6,115
Monterey,2020-10-04,27,2,29,702,6,1,22
Napa,2020-10-04,6,1,7,200,2,0,12
Solano,2020-10-04,21,17,38,553,2,2,7
San Benito,2020-10-04,1,0,1,25,1,0,2
San Benito,2020-10-05,0,0,0,25,0,0,3
Orange,2020-10-05,176,52,228,5698,63,10,210
Inyo,2020-10-05,1,0,1,29,0,0,4
San Francisco,2020-10-05,50,9,59,1812,16,0,86
Tulare,2020-10-05,34,8,42,677,9,1,25
Siskiyou,2020-10-05,0,0,0,56,0,0,8
Sonoma,2020-10-05,28,7,35,522,11,0,4
Santa Cruz,2020-10-05,14,0,14,376,4,0,14
Marin,2020-10-05,5,4,9,325,1,0,16
Lake,2020-10-05,0,3,3,65,0,2,1
Solano,2020-10-05,20,10,30,545,4,1,9
Contra Costa,2020-10-05,37,20,57,1500,7,3,59
Monterey,2020-10-05,24,1,25,702,5,1,26
Nevada,2020-10-05,4,0,4,133,2,0,3
Placer,2020-10-05,20,25,45,729,4,1,30
Plumas,2020-10-05,0,0,0,35,0,0,0
Imperial,2020-10-05,27,0,27,259,10,0,2
San Bernardino,2020-10-05,186,53,239,3844,50,6,169
Ventura,2020-10-05,33,12,45,1227,14,4,56
Stanislaus,2020-10-05,53,21,74,1313,21,2,37
Modoc,2020-10-05,0,0,0,41,0,0,0
Del Norte,2020-10-05,0,0,0,52,0,0,3
Mono,2020-10-05,0,0,0,17,0,0,2
Los Angeles,2020-10-05,696,339,1035,19975,195,47,1040
Humboldt,2020-10-05,2,3,5,264,1,0,11
Mariposa,2020-10-05,0,0,0,19,0,0,0
San Diego,2020-10-05,217,56,273,6773,66,10,313
Madera,2020-10-05,8,6,14,263,1,0,25
Napa,2020-10-05,6,1,7,200,2,0,14
San Mateo,2020-10-05,26,12,38,682,8,2,29
Santa Clara,2020-10-05,83,23,106,3014,28,4,114
Merced,2020-10-05,5,1,6,271,2,0,14
San Luis Obispo,2020-10-05,3,0,3,451,0,0,28
Riverside,2020-10-05,142,67,209,3390,42,16,115
Yolo,2020-10-05,1,0,1,96,0,0,7
Fresno,2020-10-05,107,18,125,1514,19,4,12
Sacramento,2020-10-05,96,29,125,2466,29,5,109
Kings,2020-10-05,15,0,15,193,1,0,16
Yuba,2020-10-05,4,0,4,265,2,0,10
Trinity,2020-10-05,0,0,0,25,0,0,0
Mendocino,2020-10-05,5,0,5,150,3,0,4
Colusa,2020-10-05,4,0,4,48,0,0,0
Tehama,2020-10-05,5,0,5,59,0,0,0
Lassen,2020-10-05,0,0,0,25,0,0,0
San Joaquin,2020-10-05,30,13,43,1002,11,3,45
Shasta,2020-10-05,10,1,11,561,0,0,9
Sutter,2020-10-05,0,0,0,0,0,0,0
Alameda,2020-10-05,73,37,110,2381,23,6,110
Kern,2020-10-05,66,0,66,1335,16,0,67
Amador,2020-10-05,0,0,0,51,0,0,3
Santa Barbara,2020-10-05,19,0,19,666,6,0,62
El Dorado,2020-10-05,1,0,1,189,1,0,11
Glenn,2020-10-05,0,0,0,47,0,0,0
Tuolumne,2020-10-05,0,0,0,84,0,0,0
Calaveras,2020-10-05,0,0,0,33,0,0,5
Butte,2020-10-05,8,0,8,451,4,0,15
Merced,2020-10-06,4,0,4,271,1,0,9
Siskiyou,2020-10-06,0,0,0,56,0,0,10
Sonoma,2020-10-06,34,6,40,570,11,0,7
Mono,2020-10-06,0,0,0,17,0,0,2
Orange,2020-10-06,183,52,235,5822,64,7,214
Tuolumne,2020-10-06,0,0,0,84,0,0,2
Shasta,2020-10-06,7,0,7,561,0,0,6
San Bernardino,2020-10-06,200,39,239,3848,52,5,157
Mendocino,2020-10-06,5,0,5,150,3,0,4
Plumas,2020-10-06,0,0,0,35,0,0,0
Mariposa,2020-10-06,0,0,0,19,0,0,0
Calaveras,2020-10-06,0,0,0,33,0,0,4
Inyo,2020-10-06,2,1,3,29,1,0,3
Nevada,2020-10-06,3,0,3,114,1,0,5
Solano,2020-10-06,20,15,35,548,4,0,8
Colusa,2020-10-06,0,4,4,48,0,0,0
Yolo,2020-10-06,1,0,1,96,0,0,6
San Benito,2020-10-06,0,0,0,25,0,0,2
Lassen,2020-10-06,0,0,0,25,0,0,0
Tulare,2020-10-06,28,8,36,677,9,0,17
San Diego,2020-10-06,214,66,280,6780,63,7,311
Humboldt,2020-10-06,2,3,5,252,1,0,8
Riverside,2020-10-06,135,83,218,3419,38,16,122
Placer,2020-10-06,20,31,51,747,4,2,32
San Francisco,2020-10-06,47,7,54,1865,14,1,74
Butte,2020-10-06,8,0,8,451,5,0,5
Napa,2020-10-06,6,2,8,351,2,0,27
Ventura,2020-10-06,34,9,43,1233,16,4,60
Monterey,2020-10-06,25,1,26,702,6,1,22
Tehama,2020-10-06,5,0,5,59,1,0,0
Del Norte,2020-10-06,0,0,0,51,0,0,2
Modoc,2020-10-06,0,0,0,41,0,0,0
Yuba,2020-10-06,6,1,7,265,2,0,14
Los Angeles,2020-10-06,709,351,1060,20081,197,58,943
Amador,2020-10-06,0,0,0,51,0,0,5
Madera,2020-10-06,4,8,12,263,1,1,24
San Joaquin,2020-10-06,26,17,43,1005,11,1,46
San Luis Obispo,2020-10-06,2,0,2,451,0,0,25
Sutter,2020-10-06,0,0,0,0,0,0,0
Santa Barbara,2020-10-06,19,0,19,666,7,0,54
Marin,2020-10-06,6,6,12,330,0,0,17
Contra Costa,2020-10-06,32,25,57,1526,6,4,56
Santa Cruz,2020-10-06,15,0,15,376,4,0,10
Sacramento,2020-10-06,89,30,119,2386,29,2,91
Trinity,2020-10-06,0,0,0,25,0,0,0
El Dorado,2020-10-06,0,0,0,189,0,0,8
Glenn,2020-10-06,0,0,0,47,0,0,0
Kings,2020-10-06,16,0,16,193,2,0,15
Alameda,2020-10-06,75,40,115,2416,24,5,113
Stanislaus,2020-10-06,45,15,60,1314,17,1,36
San Mateo,2020-10-06,24,10,34,697,8,0,30
Kern,2020-10-06,65,3,68,1346,10,0,67
Santa Clara,2020-10-06,77,23,100,3010,30,4,102
Imperial,2020-10-06,30,0,30,259,11,0,2
Lake,2020-10-06,0,3,3,65,0,2,2
Fresno,2020-10-06,100,22,122,1518,18,3,32
Santa Barbara,2020-10-07,20,0,20,666,7,0,48
San Francisco,2020-10-07,44,11,55,1900,16,1,70
Plumas,2020-10-07,0,0,0,35,0,0,0
San Bernardino,2020-10-07,205,44,249,3860,45,5,149
Humboldt,2020-10-07,3,1,4,264,1,0,8
Tehama,2020-10-07,6,0,6,59,2,0,0
Yuba,2020-10-07,7,0,7,265,2,0,15
Madera,2020-10-07,7,4,11,263,1,0,23
Del Norte,2020-10-07,0,0,0,51,0,0,2
Monterey,2020-10-07,25,0,25,702,8,0,18
Riverside,2020-10-07,135,74,209,3421,40,13,128
Inyo,2020-10-07,1,1,2,29,0,0,4
Tulare,2020-10-07,37,6,43,677,8,0,23
Fresno,2020-10-07,104,23,127,1545,12,2,32
Orange,2020-10-07,172,38,210,5770,62,3,219
Modoc,2020-10-07,0,2,2,41,0,0,0
Tuolumne,2020-10-07,0,0,0,84,0,0,2
Yolo,2020-10-07,3,0,3,96,0,0,5
Los Angeles,2020-10-07,724,353,1077,20087,185,43,958
El Dorado,2020-10-07,1,0,1,189,0,0,5
Mono,2020-10-07,0,0,0,17,0,0,2
Ventura,2020-10-07,35,11,46,1227,20,1,56
San Joaquin,2020-10-07,30,15,45,1004,10,2,51
Sutter,2020-10-07,0,0,0,0,0,0,0
Mendocino,2020-10-07,3,0,3,150,3,0,4
Trinity,2020-10-07,0,0,0,25,0,0,0
Mariposa,2020-10-07,0,0,0,19,0,0,0
Stanislaus,2020-10-07,46,14,60,1314,19,1,30
Shasta,2020-10-07,4,1,5,561,0,0,3
Kings,2020-10-07,19,0,19,193,3,0,13
Santa Cruz,2020-10-07,15,0,15,376,5,0,12
Sonoma,2020-10-07,31,8,39,579,7,0,10
Sacramento,2020-10-07,87,37,124,2499,30,4,78
Napa,2020-10-07,5,4,9,351,2,0,24
San Benito,2020-10-07,0,0,0,25,0,0,2
Amador,2020-10-07,0,0,0,51,0,0,4
Nevada,2020-10-07,2,1,3,129,1,1,5
Glenn,2020-10-07,0,0,0,47,0,0,0
Siskiyou,2020-10-07,0,0,0,56,0,0,10
Lake,2020-10-07,0,1,1,65,0,0,3
Alameda,2020-10-07,66,34,100,2417,25,3,116
Solano,2020-10-07,19,21,40,570,5,4,7
Calaveras,2020-10-07,0,1,1,33,0,0,5
Colusa,2020-10-07,0,2,2,48,0,0,0
Butte,2020-10-07,7,0,7,451,4,0,9
Imperial,2020-10-07,26,0,26,259,9,0,1
Merced,2020-10-07,4,1,5,271,1,0,8
Kern,2020-10-07,62,3,65,1336,12,0,59
San Mateo,2020-10-07,22,10,32,698,9,0,19
San Luis Obispo,2020-10-07,3,4,7,451,1,0,26
Contra Costa,2020-10-07,32,27,59,1527,6,6,53
Marin,2020-10-07,6,4,10,318,0,0,14
Lassen,2020-10-07,0,0,0,25,0,0,0
Placer,2020-10-07,16,33,49,754,4,4,26
San Diego,2020-10-07,217,44,261,6784,63,9,308
Santa Clara,2020-10-07,77,25,102,3035,24,0,105
Monterey,2020-10-08,25,0,25,702,6,0,20
Lake,2020-10-08,0,1,1,65,0,0,4
Colusa,2020-10-08,0,1,1,48,0,0,0
Trinity,2020-10-08,0,0,0,25,0,0,0
Nevada,2020-10-08,1,1,2,123,0,1,6
Del Norte,2020-10-08,0,0,0,51,0,0,2
Inyo,2020-10-08,2,0,2,29,1,0,3
Amador,2020-10-08,0,0,0,51,0,0,6
Merced,2020-10-08,7,6,13,271,2,0,4
Stanislaus,2020-10-08,50,27,77,1320,20,1,23
San Mateo,2020-10-08,23,10,33,712,8,0,21
Placer,2020-10-08,18,24,42,749,4,1,26
Madera,2020-10-08,8,11,19,263,1,2,22
Mendocino,2020-10-08,4,0,4,150,3,0,6
Kern,2020-10-08,59,4,63,1338,11,0,56
Modoc,2020-10-08,0,0,0,41,0,0,0
Sonoma,2020-10-08,30,8,38,560,5,1,7
Riverside,2020-10-08,145,70,215,3434,39,14,112
Butte,2020-10-08,7,0,7,451,3,0,7
Humboldt,2020-10-08,3,6,9,248,0,1,6
Imperial,2020-10-08,26,0,26,259,9,0,2
Glenn,2020-10-08,0,0,0,47,0,0,0
Ventura,2020-10-08,33,13,46,1252,20,0,48
San Francisco,2020-10-08,39,5,44,1885,17,1,72
Mariposa,2020-10-08,0,0,0,19,0,0,0
Plumas,2020-10-08,0,0,0,35,0,0,0
San Joaquin,2020-10-08,31,11,42,1006,8,1,46
Tulare,2020-10-08,36,6,42,677,6,0,25
Alameda,2020-10-08,61,44,105,2416,21,4,106
Tuolumne,2020-10-08,0,0,0,84,0,0,1
Calaveras,2020-10-08,0,0,0,33,0,0,8
El Dorado,2020-10-08,1,0,1,189,1,0,10
Santa Cruz,2020-10-08,13,0,13,376,4,0,14
San Diego,2020-10-08,215,47,262,6784,64,10,348
Lassen,2020-10-08,0,0,0,25,0,0,0
Yuba,2020-10-08,9,1,10,265,3,0,12
Shasta,2020-10-08,4,0,4,561,0,0,5
Sutter,2020-10-08,0,0,0,0,0,0,0
Kings,2020-10-08,16,0,16,193,4,0,12
San Benito,2020-10-08,0,0,0,25,0,0,3
Tehama,2020-10-08,3,0,3,59,0,0,0
Santa Barbara,2020-10-08,24,0,24,666,8,0,50
Contra Costa,2020-10-08,29,12,41,1532,5,4,45
Mono,2020-10-08,0,0,0,17,0,0,2
Napa,2020-10-08,2,0,2,351,2,0,25
San Luis Obispo,2020-10-08,3,0,3,451,1,0,25
Marin,2020-10-08,7,2,9,324,0,0,12
Los Angeles,2020-10-08,701,358,1059,20130,184,38,920
Sacramento,2020-10-08,85,45,130,2534,29,6,81
Solano,2020-10-08,21,23,44,583,5,1,9
Siskiyou,2020-10-08,0,0,0,56,0,0,10
San Bernardino,2020-10-08,207,51,258,3869,35,10,158
Orange,2020-10-08,176,44,220,5743,64,7,212
Santa Clara,2020-10-08,79,19,98,3041,24,3,97
Fresno,2020-10-08,102,26,128,1544,18,1,23
Yolo,2020-10-08,5,0,5,96,0,0,6
Mariposa,2020-10-09,0,0,0,19,0,0,0
Lassen,2020-10-09,0,0,0,25,0,0,0
Inyo,2020-10-09,1,0,1,29,1,0,3
Tuolumne,2020-10-09,0,0,0,84,0,0,3
Lake,2020-10-09,0,0,0,65,0,0,5
Tehama,2020-10-09,3,0,3,59,0,0,0
Los Angeles,2020-10-09,715,329,1044,20053,187,40,941
Sacramento,2020-10-09,75,37,112,2482,27,5,75
Amador,2020-10-09,0,0,0,51,0,0,4
Merced,2020-10-09,7,3,10,272,2,0,6
Del Norte,2020-10-09,0,0,0,51,0,0,1
Placer,2020-10-09,18,22,40,745,2,2,29
Sutter,2020-10-09,0,0,0,0,0,0,0
San Bernardino,2020-10-09,209,49,258,3839,33,8,163
Tulare,2020-10-09,31,6,37,677,7,0,31
Siskiyou,2020-10-09,0,0,0,56,0,0,9
San Benito,2020-10-09,0,0,0,25,0,0,3
Fresno,2020-10-09,93,23,116,1554,14,3,18
San Francisco,2020-10-09,33,8,41,1907,14,2,72
Butte,2020-10-09,6,0,6,451,3,0,11
Mendocino,2020-10-09,4,0,4,150,4,0,3
Kings,2020-10-09,17,0,17,193,3,0,13
Calaveras,2020-10-09,0,0,0,33,0,0,8
Imperial,2020-10-09,28,0,28,259,11,0,3
Marin,2020-10-09,10,2,12,334,0,0,16
Yolo,2020-10-09,3,0,3,96,0,0,11
Nevada,2020-10-09,1,0,1,123,0,0,5
Contra Costa,2020-10-09,30,14,44,1516,7,4,49
Stanislaus,2020-10-09,51,31,82,1313,19,2,24
Shasta,2020-10-09,3,0,3,561,0,0,8
Santa Clara,2020-10-09,69,23,92,3031,20,2,108
Glenn,2020-10-09,0,0,0,47,0,0,0
Monterey,2020-10-09,27,3,30,702,6,0,21
Napa,2020-10-09,2,1,3,351,2,0,21
Modoc,2020-10-09,0,0,0,41,0,0,0
San Diego,2020-10-09,197,47,244,6783,59,10,295
Trinity,2020-10-09,0,0,0,25,0,0,0
El Dorado,2020-10-09,1,0,1,189,1,0,5
Colusa,2020-10-09,0,0,0,48,0,0,0
Ventura,2020-10-09,34,17,51,1255,19,7,49
Riverside,2020-10-09,146,57,203,3413,40,10,101
Humboldt,2020-10-09,3,2,5,265,0,0,5
Madera,2020-10-09,9,8,17,263,1,1,24
San Luis Obispo,2020-10-09,3,1,4,451,1,0,29
Santa Cruz,2020-10-09,13,0,13,376,4,0,14
San Mateo,2020-10-09,29,10,39,707,9,3,22
Solano,2020-10-09,23,18,41,586,5,0,11
Plumas,2020-10-09,0,0,0,35,0,0,0
Orange,2020-10-09,169,52,221,5786,61,10,223
Yuba,2020-10-09,7,0,7,265,1,0,12
Sonoma,2020-10-09,30,6,36,579,5,2,11
Mono,2020-10-09,0,0,0,17,0,0,2
Alameda,2020-10-09,59,41,100,2417,21,4,111
Santa Barbara,2020-10-09,23,1,24,666,6,0,50
Kern,2020-10-09,57,2,59,1345,11,0,55
San Joaquin,2020-10-09,25,7,32,1007,6,5,51
Fresno,2020-10-10,85,19,104,1539,13,2,27
Lake,2020-10-10,0,1,1,65,0,1,4
El Dorado,2020-10-10,1,0,1,189,1,0,8
Stanislaus,2020-10-10,52,27,79,1322,21,2,27
San Francisco,2020-10-10,33,4,37,1882,12,1,68
Alameda,2020-10-10,64,46,110,2422,24,5,121
San Benito,2020-10-10,0,0,0,25,0,0,1
Calaveras,2020-10-10,0,0,0,33,0,0,8
Marin,2020-10-10,8,7,15,332,0,0,11
Mariposa,2020-10-10,0,0,0,19,0,0,0
Nevada,2020-10-10,2,0,2,116,0,0,5
San Luis Obispo,2020-10-10,2,0,2,451,1,0,27
Sacramento,2020-10-10,78,56,134,2517,27,7,79
Los Angeles,2020-10-10,693,360,1053,19986,202,57,950
Trinity,2020-10-10,0,0,0,25,0,0,0
San Diego,2020-10-10,195,52,247,6797,51,8,318
Mendocino,2020-10-10,3,0,3,150,3,0,7
San Bernardino,2020-10-10,192,52,244,3788,35,9,171
Plumas,2020-10-10,0,0,0,35,0,0,0
Imperial,2020-10-10,31,0,31,259,11,0,-1
